species,lon,lat,ROUGHN,ALTITUDE,APAN_MEAN_,PPTCV,FROST_DURT,HTUNT,MAX01,MIN07,MEAN_AN_PR,NDVI,RAIN_CONCE,SMDSUM,SMDWIN,FERT1,FERT2,FERT3,FERT4,TEXT1,TEXT2,TEXT3,TEXT4,PH1,PH2,PH3,fold.assignment,ID
0,18.8,-32.5,589.0,516.0,2169.9,31.3,14.0,10.6,28.4,5.8,486.0,116.0,54.0,9.5,75.9,73.0,0.0,0.0,27.0,27.0,0.0,73.0,0.0,18.0,82.0,0,2,1660
0,18.4,-32.5,22.0,69.0,2256.4,37.5,5.0,16.1,28.2,7.6,213.0,136.0,54.0,6.5,57.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0,2,1702
0,18.4,-32.6,15.0,63.0,2261.6,37.4,5.0,13.6,27.3,7.5,216.0,125.0,54.0,6.5,57.2,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0,2,1725
0,18.4,-32.6,22.0,69.0,2253.0,36.8,5.0,13.6,27.3,7.4,241.0,148.0,54.0,6.7,58.8,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0,2,1726
0,18.4,-32.6,15.0,77.0,2256.1,37.0,5.0,13.6,27.3,7.4,234.0,144.0,54.0,6.7,58.3,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0,2,1751
0,19.3,-32.6,499.0,965.0,2142.7,34.3,98.0,5.4,27.6,4.2,354.0,63.0,52.0,8.1,64.4,62.0,0.0,38.0,0.0,0.0,38.0,0.0,62.0,62.0,38.0,0,2,1794
0,19.3,-32.6,419.0,870.0,2179.9,35.0,95.0,6.9,28.0,4.3,323.0,64.0,52.0,7.7,62.4,66.0,0.0,34.0,0.0,0.0,34.0,0.0,66.0,66.0,34.0,0,2,1795
0,19.3,-32.6,312.0,1028.0,2131.5,34.6,97.0,4.5,27.3,4.0,339.0,58.0,53.0,7.8,63.2,92.0,0.0,8.0,0.0,0.0,8.0,0.0,92.0,92.0,8.0,0,2,1796
0,19.4,-32.6,440.0,1274.0,2038.3,34.4,100.0,1.0,26.1,2.8,348.0,49.0,53.0,7.6,63.1,0.0,0.0,0.0,100.0,10.0,90.0,0.0,0.0,0.0,100.0,0,2,1797
0,19.4,-32.6,513.0,823.0,2359.5,36.8,74.0,15.9,30.3,4.4,242.0,41.0,54.0,6.7,57.0,0.0,0.0,0.0,100.0,70.0,30.0,0.0,0.0,0.0,100.0,0,2,1798
0,19.3,-32.6,423.0,1289.0,1981.6,33.2,122.0,0.5,25.5,2.9,403.0,79.0,52.0,8.5,67.4,75.0,0.0,25.0,0.0,0.0,25.0,0.0,75.0,75.0,25.0,0,2,1831
0,19.3,-32.6,326.0,1296.0,1984.7,33.3,114.0,0.4,25.5,2.7,399.0,72.0,53.0,8.4,67.0,80.0,0.0,20.0,0.0,0.0,20.0,0.0,80.0,80.0,20.0,0,2,1832
0,19.3,-32.6,318.0,1225.0,2001.8,33.3,116.0,0.7,25.8,3.0,399.0,64.0,53.0,8.3,66.8,92.0,0.0,8.0,0.0,0.0,8.0,0.0,92.0,92.0,8.0,0,2,1833
0,19.3,-32.6,181.0,1121.0,2071.5,34.2,100.0,2.3,26.5,3.8,357.0,57.0,53.0,7.8,64.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,1834
0,19.4,-32.6,361.0,981.0,2140.9,34.8,93.0,4.8,27.4,3.9,333.0,52.0,53.0,7.6,62.7,100.0,0.0,0.0,0.0,0.0,0.0,11.0,89.0,100.0,0.0,0,2,1835
0,19.4,-32.6,403.0,847.0,2222.8,35.5,73.0,8.2,28.5,4.0,301.0,44.0,54.0,7.1,60.4,1.0,0.0,0.0,99.0,11.0,88.0,1.0,0.0,1.0,99.0,0,2,1836
0,19.4,-32.6,369.0,725.0,2342.1,36.4,71.0,15.2,30.1,4.3,260.0,38.0,54.0,6.7,58.0,0.0,0.0,0.0,100.0,44.0,56.0,0.0,0.0,0.0,100.0,0,2,1837
0,19.3,-32.6,320.0,832.0,2214.5,34.7,88.0,9.2,28.6,4.4,335.0,79.0,53.0,7.8,63.3,72.0,0.0,28.0,0.0,0.0,28.0,0.0,72.0,72.0,28.0,0,2,1864
0,19.3,-32.6,608.0,984.0,2134.1,34.0,89.0,5.0,27.5,4.1,369.0,74.0,53.0,8.0,65.1,73.0,0.0,27.0,0.0,0.0,27.0,0.0,73.0,73.0,27.0,0,2,1865
0,19.3,-32.6,367.0,1002.0,2187.8,34.5,90.0,7.4,28.2,4.2,345.0,64.0,53.0,7.7,63.6,79.0,0.0,21.0,0.0,0.0,21.0,0.0,79.0,79.0,21.0,0,2,1866
0,19.4,-32.6,363.0,986.0,2103.3,34.1,82.0,3.2,27.0,3.8,363.0,58.0,53.0,7.8,64.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,1867
0,19.4,-32.6,333.0,556.0,2340.4,35.9,72.0,15.5,30.2,4.4,283.0,65.0,54.0,7.0,59.4,50.0,29.0,0.0,21.0,0.0,21.0,79.0,0.0,79.0,21.0,0,2,1868
0,19.4,-32.6,339.0,535.0,2415.5,37.5,69.0,19.3,31.1,4.5,212.0,55.0,54.0,6.4,55.4,9.0,23.0,0.0,68.0,2.0,66.0,32.0,0.0,32.0,68.0,0,2,1869
0,19.4,-32.6,324.0,807.0,2229.3,35.4,72.0,9.2,28.7,4.1,305.0,61.0,53.0,7.3,61.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,1900
0,19.4,-32.6,91.0,538.0,2373.1,35.9,69.0,17.8,30.7,4.5,281.0,69.0,54.0,7.0,59.6,94.0,6.0,0.0,0.0,0.0,0.0,14.0,86.0,100.0,0.0,0,2,1901
0,19.4,-32.7,248.0,562.0,2357.5,36.2,70.0,17.0,30.5,4.5,270.0,65.0,54.0,7.0,59.2,86.0,0.0,14.0,0.0,0.0,14.0,0.0,86.0,86.0,14.0,0,2,1929
0,19.4,-32.7,193.0,652.0,2344.3,35.2,72.0,16.4,30.4,4.4,315.0,69.0,54.0,7.4,61.6,100.0,0.0,0.0,0.0,0.0,0.0,3.0,97.0,100.0,0.0,0,2,1930
0,19.4,-32.7,595.0,1251.0,2014.3,33.2,106.0,0.6,25.8,2.4,401.0,70.0,54.0,8.0,66.1,10.0,0.0,0.0,90.0,35.0,55.0,10.0,0.0,10.0,90.0,0,2,1931
0,19.3,-32.7,335.0,610.0,2302.8,33.7,74.0,15.1,30.0,4.5,380.0,79.0,54.0,8.1,66.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,1956
0,19.4,-32.7,483.0,841.0,2197.0,33.9,83.0,8.2,28.4,4.0,373.0,75.0,54.0,7.9,65.2,60.0,0.0,40.0,0.0,0.0,40.0,0.0,60.0,60.0,40.0,0,2,1957
0,19.4,-32.7,441.0,1424.0,1993.7,32.9,117.0,0.3,25.5,2.0,416.0,74.0,54.0,8.1,67.0,6.0,0.0,0.0,94.0,6.0,88.0,6.0,0.0,6.0,94.0,0,2,1958
0,19.3,-32.7,314.0,657.0,2286.6,34.1,72.0,14.4,29.8,4.6,363.0,71.0,54.0,8.0,65.6,91.0,0.0,9.0,0.0,0.0,9.0,0.0,91.0,91.0,9.0,0,2,1981
0,19.3,-32.7,349.0,617.0,2267.8,34.1,77.0,13.1,29.5,4.5,361.0,69.0,54.0,8.0,65.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,1982
0,19.3,-32.7,449.0,798.0,2261.2,34.8,81.0,12.0,29.3,4.3,331.0,86.0,54.0,7.6,63.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,1983
0,19.4,-32.7,576.0,1167.0,2073.7,32.9,93.0,2.8,26.7,3.7,416.0,89.0,54.0,8.3,68.0,68.0,0.0,32.0,0.0,0.0,32.0,0.0,68.0,68.0,32.0,0,2,1984
0,19.4,-32.7,714.0,1299.0,1988.0,32.5,114.0,0.5,25.6,2.5,434.0,83.0,54.0,8.4,68.8,46.0,0.0,54.0,0.0,0.0,54.0,0.0,46.0,46.0,54.0,0,2,1985
0,19.4,-32.7,538.0,989.0,2180.8,33.6,88.0,7.5,28.2,3.9,386.0,75.0,54.0,8.0,65.8,74.0,0.0,26.0,0.0,0.0,26.0,0.0,74.0,74.0,26.0,0,2,1986
0,19.4,-32.7,222.0,741.0,2274.2,35.9,86.0,11.9,29.3,4.1,284.0,86.0,54.0,7.1,59.8,100.0,0.0,0.0,0.0,0.0,0.0,45.0,55.0,100.0,0.0,0,2,1987
0,19.4,-32.7,477.0,1302.0,2020.9,33.7,128.0,0.9,26.0,2.5,379.0,67.0,54.0,7.8,65.1,18.0,0.0,0.0,82.0,0.0,82.0,18.0,0.0,18.0,82.0,0,2,1988
0,19.3,-32.7,527.0,949.0,2102.5,33.1,77.0,4.5,27.2,4.0,407.0,72.0,54.0,8.4,68.4,67.0,0.0,33.0,0.0,0.0,33.0,0.0,67.0,67.0,33.0,0,2,2017
0,19.3,-32.7,178.0,630.0,2292.9,35.7,74.0,14.2,29.7,4.6,292.0,79.0,54.0,7.3,61.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2018
0,19.3,-32.7,492.0,769.0,2221.2,34.7,82.0,9.9,28.8,4.3,334.0,96.0,54.0,7.7,63.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2019
0,19.3,-32.7,386.0,1029.0,2107.0,33.3,97.0,4.3,27.2,3.9,398.0,92.0,54.0,8.2,67.2,94.0,0.0,6.0,0.0,0.0,6.0,0.0,94.0,94.0,6.0,0,2,2020
0,19.4,-32.7,357.0,837.0,2194.3,34.6,102.0,7.7,28.3,3.9,341.0,77.0,54.0,7.5,63.2,100.0,0.0,0.0,0.0,0.0,0.0,11.0,89.0,100.0,0.0,0,2,2021
0,19.4,-32.7,526.0,1023.0,2131.5,35.2,106.0,4.3,27.3,3.6,315.0,79.0,54.0,7.3,61.6,55.0,0.0,0.0,45.0,0.0,45.0,53.0,2.0,55.0,45.0,0,2,2022
0,19.3,-32.7,474.0,869.0,2151.1,33.5,88.0,6.9,27.9,4.2,390.0,77.0,54.0,8.3,67.4,71.0,0.0,29.0,0.0,0.0,29.0,0.0,71.0,71.0,29.0,0,2,2050
0,19.3,-32.7,428.0,1035.0,2077.5,32.7,86.0,3.3,26.9,3.8,425.0,85.0,54.0,8.5,69.2,96.0,0.0,4.0,0.0,0.0,4.0,0.0,96.0,96.0,4.0,0,2,2051
0,19.3,-32.7,346.0,1008.0,2136.7,33.9,102.0,5.6,27.6,3.9,373.0,84.0,54.0,8.0,65.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2052
0,19.4,-32.7,422.0,1171.0,2012.8,33.8,127.0,0.9,25.9,2.6,374.0,67.0,54.0,7.8,65.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2053
0,19.4,-32.7,214.0,959.0,2177.1,36.1,107.0,6.4,27.9,3.7,276.0,75.0,54.0,7.0,59.4,91.0,0.0,0.0,9.0,0.0,9.0,59.0,32.0,91.0,9.0,0,2,2054
0,19.6,-32.7,52.0,1119.0,2146.6,36.7,125.0,3.7,27.3,3.0,247.0,47.0,52.0,6.6,56.7,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0,2,2057
0,18.7,-32.7,595.0,788.0,1948.9,28.4,36.0,2.1,25.9,5.1,615.0,73.0,51.0,11.6,84.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2067
0,18.7,-32.7,519.0,368.0,2106.1,29.2,17.0,9.5,27.8,5.8,581.0,108.0,51.0,11.2,82.0,95.0,0.0,5.0,0.0,0.0,0.0,5.0,95.0,95.0,5.0,0,2,2068
0,18.8,-32.7,452.0,1127.0,1841.5,26.9,72.0,0.8,24.8,4.0,682.0,112.0,53.0,11.8,88.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2069
0,18.8,-32.7,872.0,671.0,2010.6,27.7,45.0,5.3,26.8,5.2,645.0,116.0,53.0,11.2,86.3,74.0,0.0,26.0,0.0,0.0,0.0,53.0,47.0,74.0,26.0,0,2,2070
0,18.7,-32.8,655.0,828.0,1887.1,26.9,45.0,1.2,25.4,4.8,679.0,131.0,52.0,12.4,88.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2096
0,18.7,-32.8,521.0,650.0,2005.6,28.0,47.0,5.4,26.7,5.3,633.0,109.0,52.0,11.6,85.9,88.0,0.0,12.0,0.0,0.0,0.0,12.0,88.0,88.0,12.0,0,2,2097
0,18.8,-32.8,722.0,962.0,1903.1,27.1,47.0,1.4,25.5,4.7,672.0,116.0,53.0,11.6,88.4,84.0,0.0,16.0,0.0,0.0,0.0,21.0,79.0,84.0,16.0,0,2,2098
0,18.8,-32.8,874.0,357.0,2184.6,28.3,9.0,13.8,28.9,6.0,618.0,120.0,54.0,10.8,84.8,62.0,0.0,20.0,17.0,17.0,0.0,67.0,16.0,62.0,38.0,0,2,2099
0,18.7,-32.8,273.0,522.0,2141.2,31.8,17.0,10.7,27.9,5.9,465.0,153.0,50.0,10.2,74.8,96.0,0.0,4.0,0.0,0.0,0.0,4.0,96.0,96.0,4.0,0,2,2123
0,18.7,-32.8,516.0,727.0,2018.7,29.1,58.0,6.4,26.7,5.3,582.0,125.0,51.0,11.4,82.8,90.0,0.0,10.0,0.0,0.0,0.0,18.0,82.0,90.0,10.0,0,2,2124
0,18.7,-32.8,161.0,752.0,2013.7,28.5,62.0,6.4,26.7,5.3,612.0,126.0,52.0,11.4,84.7,97.0,0.0,3.0,0.0,0.0,0.0,3.0,97.0,97.0,3.0,0,2,2125
0,18.8,-32.8,552.0,464.0,2053.9,28.0,37.0,7.6,27.3,5.5,633.0,129.0,53.0,11.3,86.1,56.0,0.0,16.0,29.0,29.0,0.0,40.0,31.0,56.0,44.0,0,2,2126
0,18.8,-32.8,36.0,152.0,2325.1,30.1,7.0,21.3,30.4,6.6,541.0,144.0,55.0,9.6,79.9,31.0,7.0,0.0,63.0,63.0,7.0,31.0,0.0,31.0,69.0,0,2,2127
0,18.7,-32.8,218.0,670.0,2029.7,28.8,51.0,6.7,26.7,5.4,597.0,141.0,50.0,12.1,84.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2162
0,18.7,-32.8,271.0,641.0,2041.5,29.1,47.0,7.8,27.1,5.6,582.0,134.0,50.0,12.1,83.4,89.0,0.0,11.0,0.0,0.0,0.0,16.0,84.0,89.0,11.0,0,2,2163
0,18.7,-32.8,210.0,640.0,2033.7,28.5,61.0,7.4,27.0,5.4,609.0,145.0,52.0,11.5,84.9,64.0,0.0,36.0,0.0,0.0,0.0,70.0,30.0,64.0,36.0,0,2,2164
0,18.8,-32.8,488.0,529.0,2085.3,28.3,32.0,8.9,27.6,5.6,617.0,146.0,53.0,11.1,85.3,55.0,0.0,8.0,37.0,37.0,0.0,49.0,13.0,55.0,45.0,0,2,2165
0,18.8,-32.8,27.0,172.0,2314.1,30.8,8.0,19.8,30.1,6.5,510.0,154.0,56.0,9.0,78.3,24.0,0.0,0.0,76.0,76.0,0.0,24.0,0.0,24.0,76.0,0,2,2166
0,18.7,-32.8,340.0,657.0,2075.9,29.1,40.0,8.9,27.3,5.6,583.0,116.0,50.0,11.4,83.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2196
0,18.7,-32.8,99.0,819.0,1918.0,25.9,70.0,3.8,25.9,4.9,724.0,123.0,51.0,13.2,92.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2197
0,18.7,-32.8,204.0,349.0,2241.3,31.4,9.0,15.3,28.9,6.4,481.0,94.0,50.0,10.3,76.2,91.0,0.0,9.0,0.0,0.0,9.0,0.0,91.0,91.0,9.0,0,2,2224
0,18.7,-32.8,298.0,246.0,2299.0,32.5,8.0,17.7,29.4,6.7,435.0,95.0,49.0,10.0,72.8,73.0,8.0,19.0,0.0,0.0,19.0,8.0,73.0,81.0,19.0,0,2,2246
0,18.7,-32.8,320.0,633.0,2066.6,29.7,39.0,6.8,27.0,5.4,559.0,141.0,50.0,10.9,81.2,96.0,0.0,4.0,0.0,0.0,0.0,4.0,96.0,96.0,4.0,0,2,2247
0,18.7,-32.8,463.0,380.0,2186.5,30.5,9.0,13.3,28.7,6.1,524.0,143.0,51.0,10.2,78.9,38.0,0.0,9.0,52.0,52.0,0.0,41.0,7.0,38.0,62.0,0,2,2248
0,18.7,-32.9,228.0,182.0,2300.8,32.7,8.0,17.5,29.3,6.7,423.0,104.0,49.0,9.8,71.7,69.0,19.0,13.0,0.0,0.0,13.0,19.0,69.0,87.0,13.0,0,2,2274
0,18.7,-32.9,341.0,544.0,2086.8,30.8,44.0,7.3,27.1,5.4,508.0,139.0,49.0,10.7,77.5,82.0,0.0,13.0,6.0,6.0,0.0,26.0,68.0,82.0,18.0,0,2,2275
0,18.7,-32.9,301.0,571.0,2115.8,31.1,22.0,7.8,27.3,5.7,494.0,114.0,49.0,9.8,71.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2294
0,18.7,-32.9,365.0,527.0,2084.0,31.0,42.0,7.1,27.0,5.5,499.0,116.0,49.0,9.9,72.5,78.0,0.0,22.0,0.0,0.0,22.0,0.0,78.0,78.0,22.0,0,2,2295
0,18.7,-32.9,363.0,633.0,2068.3,31.5,41.0,5.7,26.7,5.3,479.0,130.0,49.0,10.7,77.5,95.0,0.0,5.0,0.0,0.0,0.0,6.0,94.0,95.0,5.0,0,2,2296
0,18.7,-32.9,91.0,75.0,2388.0,34.6,6.0,20.9,30.0,7.1,342.0,149.0,49.0,8.8,66.0,0.0,20.0,69.0,11.0,80.0,7.0,13.0,0.0,13.0,87.0,0,2,2322
0,18.7,-32.9,436.0,242.0,2339.0,33.1,6.0,19.0,29.7,6.9,405.0,156.0,49.0,9.6,70.2,34.0,0.0,48.0,18.0,62.0,4.0,13.0,21.0,34.0,66.0,0,2,2323
0,19.0,-32.9,448.0,408.0,2248.6,31.1,32.0,16.0,29.8,5.4,496.0,140.0,51.0,10.3,75.8,68.0,0.0,12.0,20.0,20.0,0.0,31.0,48.0,68.0,32.0,0,2,2327
0,19.0,-32.9,277.0,684.0,2142.6,29.7,55.0,10.9,28.5,5.0,559.0,100.0,51.0,11.0,79.9,88.0,0.0,12.0,0.0,0.0,12.0,0.0,88.0,88.0,12.0,0,2,2328
0,19.1,-32.9,204.0,423.0,2254.2,31.6,43.0,16.0,29.7,5.3,472.0,104.0,51.0,10.0,74.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2329
0,19.1,-32.9,158.0,387.0,2295.5,33.1,38.0,17.3,30.1,5.4,406.0,101.0,51.0,9.2,70.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2330
0,19.1,-32.9,246.0,540.0,2214.9,31.2,54.0,13.7,29.3,5.0,491.0,105.0,52.0,10.1,75.6,97.0,0.0,3.0,0.0,0.0,3.0,0.0,97.0,97.0,3.0,0,2,2331
0,19.1,-32.9,261.0,467.0,2216.9,30.8,56.0,14.0,29.3,5.0,508.0,115.0,52.0,10.3,76.7,87.0,0.0,13.0,0.0,0.0,13.0,0.0,87.0,87.0,13.0,0,2,2332
0,19.2,-32.9,515.0,1264.0,1860.3,26.9,115.0,0.4,25.0,2.5,679.0,130.0,53.0,11.8,87.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2333
0,19.3,-32.9,122.0,934.0,2080.8,31.4,102.0,5.8,27.4,3.9,480.0,120.0,54.0,9.4,75.1,36.0,15.0,49.0,0.0,0.0,0.0,100.0,0.0,51.0,49.0,0,2,2334
0,19.3,-32.9,61.0,962.0,2075.5,30.8,107.0,5.3,27.3,3.8,507.0,116.0,55.0,9.1,77.9,0.0,0.0,99.0,1.0,0.0,1.0,99.0,0.0,0.0,100.0,0,2,2335
0,19.3,-32.9,53.0,962.0,2092.8,32.1,109.0,5.0,27.4,3.7,451.0,113.0,55.0,8.9,73.1,46.0,24.0,17.0,14.0,0.0,14.0,85.0,1.0,69.0,31.0,0,2,2336
0,19.4,-32.9,172.0,963.0,2127.8,34.6,115.0,5.2,27.5,3.4,341.0,108.0,54.0,7.5,64.4,68.0,32.0,0.0,0.0,0.0,0.0,32.0,68.0,100.0,0.0,0,2,2337
0,19.5,-32.9,85.0,956.0,2182.8,36.8,113.0,6.9,28.1,3.4,243.0,67.0,54.0,6.7,58.0,0.0,1.0,0.0,99.0,77.0,22.0,1.0,0.0,1.0,99.0,0,2,2338
0,19.5,-32.9,46.0,956.0,2181.3,36.4,114.0,6.9,28.1,3.3,263.0,52.0,54.0,6.8,59.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0,2,2339
0,19.5,-32.9,5.0,956.0,2209.3,37.3,113.0,7.8,28.4,3.3,221.0,43.0,53.0,6.5,56.2,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0,2,2340
0,19.5,-32.9,235.0,1004.0,2198.9,36.4,115.0,7.4,28.3,3.2,259.0,45.0,53.0,6.8,58.2,8.0,0.0,0.0,92.0,92.0,0.0,8.0,0.0,8.0,92.0,0,2,2341
0,19.6,-32.9,241.0,1245.0,2045.3,34.3,132.0,1.7,26.5,2.0,355.0,53.0,52.0,7.6,63.4,71.0,0.0,0.0,29.0,29.0,0.0,71.0,0.0,71.0,29.0,0,2,2342
0,18.3,-32.9,12.0,9.0,2357.6,36.3,6.0,17.5,28.6,7.8,266.0,131.0,56.0,6.7,62.1,3.0,0.0,9.0,89.0,9.0,89.0,3.0,0.0,3.0,9.0,89,2,2348
0,18.3,-32.9,45.0,39.0,2363.5,36.5,6.0,17.7,28.6,7.8,256.0,125.0,55.0,6.7,61.0,96.0,0.0,0.0,4.0,0.0,4.0,96.0,0.0,96.0,0.0,4,2,2349
0,18.4,-32.9,7.0,46.0,2334.8,34.8,6.0,17.4,28.6,7.7,332.0,105.0,55.0,7.4,66.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0,2,2350
0,18.4,-32.9,11.0,49.0,2341.6,35.0,6.0,17.6,28.7,7.7,323.0,114.0,54.0,7.4,65.2,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0,2,2351
0,19.0,-32.9,525.0,574.0,2166.9,29.4,48.0,12.5,28.9,5.2,570.0,138.0,50.0,11.3,80.6,84.0,0.0,11.0,5.0,5.0,0.0,34.0,61.0,84.0,16.0,0,2,2356
0,19.0,-32.9,330.0,678.0,2116.9,29.0,59.0,9.9,28.3,4.9,587.0,98.0,51.0,11.5,81.7,88.0,0.0,12.0,0.0,0.0,12.0,0.0,88.0,88.0,12.0,0,2,2357
0,19.1,-32.9,344.0,545.0,2195.1,30.8,58.0,13.3,29.1,5.1,507.0,101.0,51.0,10.4,76.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2358
0,19.1,-32.9,208.0,766.0,2077.0,29.5,60.0,7.2,27.7,4.5,567.0,96.0,51.0,11.0,80.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2359
0,19.1,-32.9,369.0,638.0,2138.3,30.0,62.0,9.9,28.4,4.7,542.0,98.0,52.0,10.6,78.9,90.0,0.0,10.0,0.0,0.0,10.0,0.0,90.0,90.0,10.0,0,2,2360
0,19.2,-32.9,636.0,676.0,2174.6,31.1,75.0,11.4,28.8,4.5,497.0,107.0,53.0,9.9,76.1,81.0,0.0,19.0,0.0,0.0,19.0,0.0,81.0,81.0,19.0,0,2,2361
0,19.2,-32.9,53.0,902.0,2095.9,31.8,100.0,6.7,27.6,4.0,466.0,132.0,53.0,9.5,74.2,49.0,37.0,14.0,0.0,0.0,0.0,100.0,0.0,86.0,14.0,0,2,2362
0,19.3,-32.9,166.0,992.0,2055.8,30.5,104.0,5.1,27.2,3.8,523.0,126.0,54.0,10.1,78.0,67.0,2.0,31.0,0.0,0.0,0.0,100.0,0.0,69.0,31.0,0,2,2363
0,19.3,-32.9,40.0,961.0,2070.9,30.8,109.0,5.5,27.3,3.8,508.0,129.0,54.0,9.7,77.4,57.0,0.0,34.0,9.0,0.0,9.0,91.0,0.0,57.0,43.0,0,2,2364
0,19.4,-32.9,123.0,994.0,2094.1,32.2,113.0,5.0,27.4,3.6,446.0,95.0,55.0,8.8,73.0,54.0,18.0,13.0,15.0,0.0,15.0,46.0,39.0,72.0,28.0,0,2,2365
0,19.5,-32.9,123.0,955.0,2168.9,36.0,113.0,6.6,28.0,3.4,279.0,74.0,54.0,7.0,60.5,18.0,46.0,0.0,36.0,0.0,36.0,64.0,0.0,64.0,36.0,0,2,2366
0,19.5,-32.9,75.0,1035.0,2119.0,34.0,113.0,4.7,27.4,3.2,367.0,65.0,54.0,7.7,65.5,0.0,0.0,0.0,100.0,77.0,23.0,0.0,0.0,0.0,100.0,0,2,2367
0,19.5,-32.9,67.0,1014.0,2154.9,35.9,115.0,5.9,27.8,3.2,285.0,50.0,54.0,7.1,60.3,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0,2,2368
0,19.5,-32.9,38.0,954.0,2179.0,36.3,114.0,6.8,28.1,3.2,265.0,47.0,53.0,6.9,59.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0,2,2369
0,19.0,-32.9,490.0,620.0,2137.5,28.6,51.0,11.6,28.7,5.1,607.0,145.0,50.0,11.9,82.9,90.0,0.0,10.0,0.0,0.0,0.0,36.0,64.0,90.0,10.0,0,2,2374
0,19.0,-32.9,110.0,885.0,1984.5,26.9,72.0,4.9,26.9,4.4,681.0,107.0,50.0,12.7,87.8,90.0,0.0,10.0,0.0,0.0,10.0,0.0,90.0,90.0,10.0,0,2,2375
0,19.1,-32.9,156.0,723.0,2086.2,29.3,74.0,8.5,27.9,4.7,575.0,103.0,51.0,11.3,80.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2376
0,19.1,-32.9,125.0,717.0,2105.3,30.1,77.0,8.9,28.0,4.7,538.0,111.0,51.0,10.8,78.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2377
0,19.1,-32.9,163.0,819.0,2028.6,28.3,64.0,5.5,27.2,4.3,618.0,102.0,51.0,11.6,83.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2378
0,19.1,-32.9,432.0,577.0,2238.9,30.6,55.0,15.7,29.7,5.1,519.0,113.0,51.0,10.4,77.4,88.0,0.0,12.0,0.0,0.0,12.0,0.0,88.0,88.0,12.0,0,2,2379
0,19.1,-32.9,388.0,587.0,2168.8,30.0,67.0,11.8,28.8,4.7,546.0,116.0,52.0,10.6,79.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2380
0,19.2,-32.9,282.0,577.0,2154.7,29.5,67.0,11.3,28.8,4.6,567.0,116.0,52.0,10.8,80.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,2381
