species,lon,lat,ROUGHN,ALTITUDE,APAN_MEAN_,PPTCV,FROST_DURT,HTUNT,MAX01,MIN07,MEAN_AN_PR,NDVI,RAIN_CONCE,SMDSUM,SMDWIN,FERT1,FERT2,FERT3,FERT4,TEXT1,TEXT2,TEXT3,TEXT4,PH1,PH2,PH3,fold.assignment,ID
0,24.2,-33.8,225.0,660.0,1868.0,30.4,64.0,7.3,26.7,5.0,527.0,145.0,6.0,22.6,36.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,5377
0,24.9,-33.8,167.0,385.0,1794.6,27.0,10.0,11.2,26.8,6.6,678.0,213.0,9.0,27.2,39.5,32.0,0.0,17.0,52.0,52.0,17.0,0.0,32.0,32.0,68.0,0,2,5379
0,25.0,-33.8,241.0,305.0,1789.0,26.6,11.0,11.6,26.8,6.7,693.0,212.0,9.0,27.7,39.7,84.0,0.0,0.0,16.0,16.0,0.0,0.0,84.0,84.0,16.0,0,2,5380
0,25.0,-33.8,286.0,642.0,1742.9,27.4,22.0,6.0,26.2,5.6,661.0,199.0,10.0,27.0,37.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,5381
0,25.0,-33.8,247.0,522.0,1751.8,27.5,16.0,7.5,26.4,6.0,656.0,197.0,10.0,27.9,38.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,5382
0,25.0,-33.8,230.0,700.0,1677.7,24.1,34.0,4.6,26.0,5.4,805.0,190.0,10.0,32.3,43.1,100.0,0.0,0.0,0.0,0.0,0.0,18.0,82.0,100.0,0.0,0,2,5383
0,25.0,-33.8,267.0,565.0,1755.3,28.8,20.0,6.6,26.2,5.9,598.0,181.0,11.0,26.8,37.5,100.0,0.0,0.0,0.0,0.0,0.0,78.0,22.0,100.0,0.0,0,2,5384
0,25.1,-33.8,175.0,501.0,1780.6,29.6,15.0,8.0,26.4,6.2,562.0,164.0,10.0,25.7,36.7,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0,2,5385
0,25.1,-33.8,159.0,501.0,1781.5,29.7,15.0,7.8,26.4,6.1,556.0,171.0,10.0,25.4,36.7,100.0,0.0,0.0,0.0,0.0,0.0,67.0,33.0,100.0,0.0,0,2,5386
0,25.1,-33.8,145.0,591.0,1749.0,28.0,16.0,6.7,26.3,5.9,634.0,192.0,9.0,27.4,39.1,100.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,100.0,0.0,0,2,5387
0,25.1,-33.8,163.0,496.0,1770.0,28.9,14.0,7.5,26.4,6.1,594.0,186.0,9.0,26.2,38.0,100.0,0.0,0.0,0.0,0.0,0.0,16.0,84.0,100.0,0.0,0,2,5388
0,25.1,-33.8,197.0,379.0,1799.1,29.6,13.0,9.5,26.6,6.5,560.0,180.0,9.0,25.1,37.2,65.0,0.0,0.0,35.0,0.0,35.0,38.0,27.0,65.0,35.0,0,2,5389
0,18.5,-33.8,19.0,27.0,2098.1,32.4,9.0,11.7,26.8,8.0,438.0,123.0,50.0,10.3,73.2,91.0,9.0,0.0,0.0,0.0,0.0,91.0,9.0,91.0,0.0,9,2,5393
0,18.5,-33.8,31.0,20.0,2098.5,31.6,9.0,12.4,27.0,8.0,475.0,176.0,50.0,10.8,75.8,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0,2,5394
0,19.3,-33.8,920.0,645.0,1796.3,21.9,59.0,4.3,26.1,5.1,900.0,102.0,53.0,13.7,97.7,97.0,2.0,0.0,0.0,0.0,0.0,32.0,68.0,100.0,0.0,0,2,5417
0,19.3,-33.8,275.0,383.0,2024.1,28.4,39.0,12.6,28.5,5.5,614.0,101.0,53.0,10.7,81.6,64.0,13.0,23.0,0.0,0.0,0.0,58.0,42.0,77.0,23.0,0,2,5418
0,19.4,-33.8,360.0,653.0,1845.7,26.5,57.0,4.7,26.3,5.0,699.0,45.0,53.0,11.6,86.2,97.0,0.0,3.0,0.0,0.0,3.0,8.0,90.0,97.0,3.0,0,2,5419
0,19.4,-33.8,365.0,385.0,2050.3,30.2,43.0,13.0,28.7,5.4,536.0,47.0,53.0,9.9,75.9,89.0,0.0,7.0,4.0,0.0,11.0,44.0,45.0,89.0,11.0,0,2,5420
0,19.4,-33.8,26.0,205.0,2128.6,32.3,30.0,16.8,29.5,5.6,441.0,64.0,52.0,9.0,70.0,99.0,0.0,0.0,1.0,0.0,1.0,99.0,0.0,99.0,1.0,0,2,5421
0,19.4,-33.8,19.0,199.0,2165.3,35.7,30.0,17.4,29.7,5.6,293.0,81.0,52.0,7.5,61.0,47.0,53.0,0.0,0.0,0.0,0.0,47.0,53.0,47.0,0.0,53,2,5422
0,19.4,-33.8,133.0,219.0,2158.5,35.4,35.0,17.1,29.6,5.5,305.0,81.0,52.0,7.6,61.5,8.0,73.0,0.0,19.0,2.0,17.0,8.0,73.0,8.0,19.0,73,2,5423
0,19.4,-33.8,159.0,324.0,2111.6,35.9,46.0,13.8,28.9,5.3,281.0,81.0,51.0,7.4,60.0,54.0,15.0,0.0,31.0,16.0,15.0,54.0,15.0,54.0,31.0,15,2,5424
0,19.5,-33.8,89.0,200.0,2183.2,36.5,38.0,18.0,29.8,5.5,258.0,94.0,51.0,7.2,58.4,81.0,10.0,0.0,8.0,2.0,7.0,92.0,0.0,82.0,18.0,0,2,5425
0,20.4,-33.8,219.0,951.0,1788.8,32.3,111.0,1.2,25.6,3.8,443.0,74.0,30.0,17.3,50.7,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5435
0,20.4,-33.8,230.0,829.0,1885.6,35.7,104.0,2.6,26.3,4.1,294.0,71.0,29.0,15.3,50.7,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5436
0,20.5,-33.8,122.0,805.0,1936.7,35.9,99.0,4.5,26.9,4.2,281.0,74.0,29.0,15.1,50.7,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5437
0,20.8,-33.8,433.0,1076.0,1694.5,31.2,109.0,0.0,24.9,3.9,490.0,61.0,14.0,20.2,50.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,5439
0,20.8,-33.8,333.0,1090.0,1677.9,30.8,104.0,0.0,24.8,3.9,510.0,60.0,13.0,20.7,50.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,5440
0,20.8,-33.8,292.0,1037.0,1583.5,29.4,115.0,0.0,24.0,3.1,571.0,54.0,13.0,21.5,50.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,5441
0,20.8,-33.8,257.0,1010.0,1682.8,29.6,92.0,0.2,25.2,4.0,562.0,54.0,13.0,21.5,50.7,100.0,0.0,0.0,0.0,0.0,0.0,27.0,73.0,100.0,0.0,0,2,5442
0,22.7,-33.8,69.0,626.0,2048.3,30.5,83.0,12.5,29.6,4.5,522.0,129.0,6.0,21.2,40.8,4.0,0.0,0.0,96.0,0.0,96.0,4.0,0.0,4.0,96.0,0,2,5460
0,22.8,-33.8,174.0,691.0,2056.5,30.6,88.0,11.6,29.5,4.2,517.0,138.0,11.0,20.0,43.2,76.0,2.0,0.0,22.0,0.0,24.0,19.0,57.0,76.0,24.0,0,2,5461
0,22.9,-33.8,122.0,755.0,2039.7,30.6,92.0,11.1,29.4,4.1,517.0,144.0,6.0,21.2,41.2,100.0,0.0,0.0,0.0,0.0,0.0,27.0,73.0,100.0,0.0,0,2,5462
0,22.9,-33.8,107.0,691.0,2036.1,30.5,90.0,11.5,29.4,4.2,523.0,149.0,6.0,21.5,41.0,100.0,0.0,0.0,0.0,0.0,0.0,24.0,76.0,100.0,0.0,0,2,5463
0,22.9,-33.8,296.0,691.0,2021.8,29.8,82.0,12.0,29.5,4.4,552.0,100.0,5.0,22.5,41.6,100.0,0.0,0.0,0.0,0.0,0.0,22.0,78.0,100.0,0.0,0,2,5464
0,23.0,-33.8,267.0,591.0,2021.0,30.0,80.0,12.0,29.5,4.4,543.0,128.0,4.0,22.5,41.2,97.0,0.0,0.0,3.0,0.0,3.0,36.0,61.0,97.0,3.0,0,2,5465
0,23.3,-33.8,316.0,1107.0,1929.5,27.3,133.0,5.3,28.2,2.4,662.0,172.0,5.0,25.0,47.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,5472
0,23.3,-33.8,323.0,1090.0,1901.8,26.0,135.0,5.2,28.2,2.4,723.0,172.0,5.0,26.3,50.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,5473
0,23.7,-33.8,212.0,775.0,1750.5,25.5,79.0,4.6,26.5,4.8,745.0,166.0,4.0,26.7,48.4,95.0,0.0,5.0,0.0,0.0,5.0,47.0,48.0,95.0,5.0,0,2,5484
0,23.7,-33.8,273.0,838.0,1749.5,25.3,82.0,4.0,26.5,4.7,751.0,154.0,5.0,26.5,49.0,91.0,0.0,9.0,0.0,0.0,9.0,30.0,61.0,91.0,9.0,0,2,5485
0,23.7,-33.8,236.0,932.0,1681.7,21.9,96.0,0.8,25.1,3.8,903.0,138.0,6.0,29.4,55.3,92.0,0.0,8.0,0.0,0.0,8.0,15.0,78.0,92.0,8.0,0,2,5486
0,23.8,-33.8,146.0,652.0,1792.5,28.4,57.0,4.5,25.8,5.5,616.0,115.0,4.0,23.8,43.2,83.0,0.0,17.0,0.0,0.0,17.0,53.0,30.0,83.0,17.0,0,2,5487
0,23.8,-33.8,215.0,780.0,1737.7,24.9,63.0,2.5,25.6,5.0,770.0,123.0,4.0,27.2,48.6,98.0,0.0,2.0,0.0,0.0,2.0,48.0,50.0,98.0,2.0,0,2,5488
0,24.9,-33.8,247.0,192.0,1829.5,27.9,9.0,13.3,27.0,6.9,639.0,180.0,7.0,25.7,39.0,0.0,0.0,0.0,100.0,8.0,92.0,0.0,0.0,0.0,94.0,6,2,5496
0,18.5,-33.8,15.0,18.0,2106.3,33.2,9.0,11.8,26.8,8.1,401.0,109.0,50.0,9.9,70.7,75.0,25.0,0.0,0.0,0.0,0.0,75.0,25.0,75.0,0.0,25,2,5507
0,19.3,-33.8,632.0,556.0,1835.9,23.0,58.0,7.0,26.9,5.3,853.0,102.0,53.0,13.5,96.2,94.0,6.0,0.0,0.0,0.0,0.0,35.0,65.0,100.0,0.0,0,2,5531
0,19.3,-33.8,369.0,359.0,2017.2,27.4,34.0,12.9,28.5,5.6,659.0,104.0,53.0,11.4,84.6,57.0,30.0,13.0,0.0,0.0,0.0,95.0,5.0,87.0,13.0,0,2,5532
0,19.3,-33.8,459.0,1016.0,1611.6,20.6,75.0,0.0,23.8,4.4,958.0,74.0,52.0,14.4,99.2,95.0,0.0,5.0,0.0,0.0,0.0,11.0,89.0,95.0,5.0,0,2,5533
0,19.4,-33.8,417.0,625.0,1865.1,26.6,56.0,5.7,26.6,5.1,696.0,69.0,52.0,11.7,85.7,90.0,0.0,10.0,0.0,0.0,10.0,28.0,61.0,90.0,10.0,0,2,5534
0,19.4,-33.8,307.0,325.0,2078.3,31.6,37.0,14.2,28.9,5.5,472.0,74.0,52.0,9.4,71.9,96.0,0.0,0.0,4.0,0.0,4.0,64.0,32.0,96.0,4.0,0,2,5535
0,19.4,-33.8,27.0,210.0,2136.3,34.2,30.0,16.6,29.4,5.6,359.0,72.0,52.0,8.3,64.9,92.0,8.0,0.0,0.0,0.0,0.0,92.0,8.0,92.0,0.0,8,2,5536
0,19.4,-33.8,128.0,250.0,2143.6,35.5,29.0,16.4,29.4,5.6,299.0,90.0,52.0,7.6,61.2,18.0,56.0,0.0,26.0,0.0,26.0,18.0,56.0,18.0,26.0,56,2,5537
0,19.4,-33.8,141.0,254.0,2125.0,36.1,37.0,14.9,29.1,5.4,272.0,99.0,51.0,7.4,59.5,32.0,27.0,0.0,40.0,21.0,19.0,35.0,24.0,32.0,43.0,24,2,5538
0,20.4,-33.8,120.0,1039.0,1706.1,29.0,98.0,0.4,25.1,3.7,589.0,69.0,29.0,19.5,50.7,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5542
0,20.4,-33.8,154.0,932.0,1796.7,32.3,115.0,1.4,25.7,3.9,441.0,74.0,30.0,17.4,50.7,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5543
0,20.4,-33.8,202.0,899.0,1830.9,35.0,118.0,1.4,25.7,3.9,324.0,70.0,29.0,15.7,50.7,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5544
0,20.4,-33.8,177.0,868.0,1878.9,36.1,103.0,2.3,26.2,4.1,275.0,66.0,29.0,15.0,50.7,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5545
0,20.8,-33.8,563.0,1056.0,1666.8,29.4,102.0,0.0,25.0,4.0,569.0,61.0,14.0,21.5,50.7,97.0,3.0,0.0,0.0,0.0,3.0,11.0,86.0,97.0,3.0,0,2,5547
0,22.9,-33.8,187.0,865.0,1914.9,25.6,105.0,8.5,28.8,3.6,737.0,192.0,4.0,27.2,48.3,100.0,0.0,0.0,0.0,0.0,0.0,18.0,82.0,100.0,0.0,0,2,5571
0,22.9,-33.8,167.0,970.0,1849.9,22.7,108.0,7.3,28.5,3.1,865.0,146.0,4.0,30.3,52.9,100.0,0.0,0.0,0.0,0.0,0.0,18.0,82.0,100.0,0.0,0,2,5572
0,22.9,-33.8,263.0,875.0,1867.4,23.9,111.0,7.3,28.5,3.1,813.0,118.0,4.0,29.2,50.9,98.0,0.0,2.0,0.0,0.0,2.0,6.0,91.0,98.0,2.0,0,2,5573
0,23.0,-33.8,260.0,895.0,1884.5,24.4,103.0,8.3,28.8,3.6,791.0,100.0,4.0,28.8,50.0,91.0,0.0,9.0,0.0,0.0,9.0,0.0,91.0,91.0,9.0,0,2,5574
0,23.0,-33.8,275.0,776.0,1905.9,25.3,101.0,9.2,28.9,3.8,751.0,140.0,4.0,27.9,48.5,90.0,0.0,10.0,0.0,0.0,10.0,0.0,90.0,90.0,10.0,0,2,5575
0,23.8,-33.8,156.0,676.0,1755.0,26.4,48.0,3.7,25.6,5.5,704.0,151.0,5.0,25.9,46.9,88.0,0.0,12.0,0.0,0.0,12.0,10.0,78.0,88.0,12.0,0,2,5589
0,23.8,-33.8,109.0,557.0,1810.7,29.9,30.0,5.4,25.8,5.8,549.0,129.0,5.0,22.3,41.3,83.0,10.0,7.0,0.0,0.0,17.0,23.0,60.0,83.0,17.0,0,2,5590
0,24.9,-33.8,199.0,221.0,1801.7,29.1,9.0,11.2,26.5,7.1,584.0,182.0,7.0,24.7,38.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0,2,5600
0,19.3,-33.8,559.0,553.0,1803.7,24.7,58.0,5.3,26.3,5.2,777.0,116.0,52.0,14.1,92.2,91.0,9.0,0.0,0.0,0.0,0.0,9.0,91.0,100.0,0.0,0,2,5638
0,19.3,-33.8,612.0,602.0,1851.9,26.5,56.0,6.6,26.8,5.3,700.0,99.0,52.0,15.2,87.0,78.0,0.0,18.0,3.0,3.0,0.0,31.0,66.0,78.0,22.0,0,2,5639
0,19.3,-33.8,529.0,1347.0,1311.6,15.0,99.0,0.0,21.6,3.0,1637.0,89.0,52.0,18.9,104.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,5640
0,19.3,-33.8,407.0,793.0,1790.1,24.9,67.0,3.2,25.8,5.0,768.0,85.0,52.0,13.3,90.3,100.0,0.0,0.0,0.0,0.0,0.0,3.0,97.0,100.0,0.0,0,2,5641
0,19.4,-33.8,383.0,615.0,1875.5,26.3,57.0,6.4,26.8,5.1,709.0,99.0,52.0,11.4,86.3,89.0,0.0,11.0,0.0,0.0,11.0,49.0,39.0,89.0,11.0,0,2,5642
0,19.4,-33.8,176.0,261.0,2092.0,31.9,30.0,15.1,29.1,5.6,458.0,105.0,52.0,9.4,70.9,89.0,0.0,0.0,11.0,0.0,11.0,88.0,1.0,89.0,11.0,0,2,5643
0,19.4,-33.8,22.0,218.0,2132.0,34.7,30.0,16.2,29.4,5.6,337.0,102.0,51.0,8.1,63.5,85.0,15.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0,2,5644
0,19.4,-33.8,158.0,221.0,2155.7,36.3,31.0,16.9,29.5,5.6,264.0,110.0,51.0,7.4,59.0,23.0,62.0,0.0,16.0,13.0,2.0,60.0,24.0,60.0,16.0,24,2,5645
0,19.5,-33.8,25.0,213.0,2174.1,37.1,38.0,17.3,29.7,5.5,228.0,105.0,50.0,6.5,56.5,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0,2,5646
0,19.5,-33.8,118.0,342.0,2127.4,36.2,52.0,14.9,29.2,5.2,269.0,79.0,47.0,7.6,58.4,0.0,52.0,0.0,48.0,5.0,43.0,0.0,52.0,0.0,48.0,52,2,5647
0,19.5,-33.8,109.0,283.0,2144.1,36.8,50.0,15.8,29.4,5.3,242.0,62.0,46.0,7.4,56.9,0.0,27.0,0.0,73.0,0.0,73.0,4.0,23.0,4.0,73.0,23,2,5648
0,20.4,-33.8,331.0,798.0,1894.6,31.1,84.0,5.7,27.2,4.4,496.0,75.0,29.0,18.2,50.7,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5657
0,20.4,-33.8,242.0,972.0,1778.3,30.9,110.0,1.4,25.7,3.9,503.0,68.0,29.0,18.0,50.7,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5658
0,20.4,-33.8,127.0,985.0,1776.5,32.7,106.0,0.9,25.4,3.9,426.0,64.0,30.0,17.6,50.7,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5659
0,20.8,-33.8,224.0,614.0,1942.6,31.8,70.0,8.2,28.2,4.9,466.0,61.0,13.0,18.7,50.7,46.0,9.0,13.0,32.0,0.0,41.0,59.0,0.0,46.0,54.0,0,2,5661
0,22.8,-33.8,522.0,1246.0,1720.1,17.7,121.0,2.7,27.5,1.5,1087.0,181.0,5.0,33.3,61.3,100.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,100.0,0.0,0,2,5703
0,22.8,-33.8,511.0,1106.0,1829.4,22.3,112.0,5.3,28.2,2.6,885.0,181.0,6.0,32.8,54.2,100.0,0.0,0.0,0.0,0.0,0.0,9.0,91.0,100.0,0.0,0,2,5704
0,22.8,-33.8,177.0,815.0,1919.8,25.9,107.0,8.5,28.8,3.6,727.0,184.0,6.0,29.5,48.5,100.0,0.0,0.0,0.0,0.0,0.0,36.0,64.0,100.0,0.0,0,2,5705
0,22.8,-33.8,322.0,867.0,1839.6,27.9,105.0,6.0,27.6,4.1,639.0,197.0,5.0,29.1,45.1,100.0,0.0,0.0,0.0,0.0,0.0,76.0,24.0,100.0,0.0,0,2,5706
0,22.9,-33.8,372.0,985.0,1763.1,23.6,117.0,4.4,27.3,3.2,825.0,179.0,4.0,30.3,51.7,100.0,0.0,0.0,0.0,0.0,0.0,59.0,41.0,100.0,0.0,0,2,5707
0,22.9,-33.8,447.0,1109.0,1675.4,19.5,112.0,2.3,26.9,2.6,1008.0,178.0,4.0,32.8,58.1,100.0,0.0,0.0,0.0,0.0,0.0,18.0,82.0,100.0,0.0,0,2,5708
0,22.9,-33.8,250.0,943.0,1702.6,20.6,105.0,4.0,27.2,3.2,958.0,185.0,4.0,33.1,56.0,100.0,0.0,0.0,0.0,0.0,0.0,47.0,53.0,100.0,0.0,0,2,5709
0,22.9,-33.8,365.0,976.0,1692.3,20.3,92.0,3.8,27.1,3.2,971.0,189.0,4.0,32.8,56.2,100.0,0.0,0.0,0.0,0.0,0.0,67.0,33.0,100.0,0.0,0,2,5710
0,22.9,-33.8,469.0,983.0,1688.8,20.1,100.0,4.3,27.2,3.4,981.0,180.0,4.0,33.4,56.5,100.0,0.0,0.0,0.0,0.0,0.0,48.0,52.0,100.0,0.0,0,2,5711
0,22.9,-33.8,487.0,1181.0,1729.7,22.2,99.0,5.9,27.5,4.2,888.0,154.0,4.0,32.0,53.1,100.0,0.0,0.0,0.0,0.0,0.0,13.0,87.0,100.0,0.0,0,2,5712
0,23.0,-33.8,562.0,1267.0,1601.9,17.8,124.0,1.0,26.4,1.6,1082.0,99.0,4.0,35.1,60.1,100.0,0.0,0.0,0.0,0.0,0.0,4.0,96.0,100.0,0.0,0,2,5713
0,23.0,-33.8,588.0,1090.0,1722.5,19.0,117.0,3.5,27.8,2.1,1032.0,96.0,4.0,33.9,58.3,100.0,0.0,0.0,0.0,0.0,0.0,3.0,97.0,100.0,0.0,0,2,5714
0,23.7,-33.8,250.0,673.0,1760.5,28.8,61.0,4.9,26.4,5.3,598.0,189.0,3.0,26.2,43.0,88.0,0.0,12.0,0.0,0.0,12.0,34.0,54.0,88.0,12.0,0,2,5723
0,23.8,-33.8,133.0,636.0,1798.8,30.5,17.0,5.0,25.6,6.0,524.0,175.0,5.0,22.8,40.7,66.0,29.0,0.0,5.0,0.0,9.0,59.0,32.0,91.0,9.0,0,2,5724
0,23.8,-33.8,176.0,646.0,1791.8,30.9,41.0,3.7,25.5,5.6,502.0,181.0,6.0,21.2,40.3,80.0,5.0,11.0,4.0,0.0,16.0,52.0,32.0,84.0,16.0,0,2,5725
0,23.9,-33.8,181.0,621.0,1807.9,30.9,32.0,4.4,25.6,5.7,506.0,157.0,7.0,20.4,40.4,91.0,0.0,9.0,0.0,0.0,9.0,36.0,55.0,91.0,9.0,0,2,5726
0,18.5,-33.8,21.0,21.0,2081.3,31.6,9.0,11.7,26.8,8.0,474.0,93.0,50.0,10.9,75.8,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0,2,5736
0,19.3,-33.8,418.0,946.0,1551.7,19.3,106.0,0.0,23.7,4.3,1015.0,91.0,52.0,18.0,100.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,5764
0,19.3,-33.8,489.0,776.0,1713.9,21.6,68.0,1.9,25.2,4.9,917.0,79.0,52.0,14.4,97.6,90.0,0.0,10.0,0.0,0.0,10.0,37.0,53.0,90.0,10.0,0,2,5765
0,19.4,-33.8,417.0,399.0,2001.2,28.9,40.0,11.6,28.2,5.5,594.0,93.0,51.0,10.9,79.2,74.0,0.0,6.0,20.0,0.0,21.0,45.0,34.0,74.0,26.0,0,2,5766
0,19.5,-33.8,162.0,462.0,2063.6,36.2,56.0,11.5,28.4,5.1,270.0,67.0,47.0,7.8,58.4,18.0,6.0,0.0,76.0,0.0,76.0,24.0,0.0,18.0,82.0,0,2,5767
0,19.5,-33.8,179.0,381.0,2046.8,35.8,54.0,10.8,28.2,5.0,286.0,63.0,46.0,8.1,59.2,50.0,4.0,0.0,45.0,0.0,45.0,55.0,0.0,50.0,50.0,0,2,5768
0,19.6,-33.8,249.0,355.0,2130.9,36.2,52.0,15.3,29.3,5.3,271.0,60.0,45.0,8.0,58.3,28.0,30.0,0.0,42.0,0.0,42.0,58.0,0.0,43.0,57.0,0,2,5769
0,20.4,-33.8,156.0,958.0,1758.6,31.2,103.0,0.9,25.4,3.9,489.0,61.0,30.0,17.7,50.7,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5774
0,20.4,-33.8,103.0,958.0,1785.1,33.2,110.0,0.9,25.4,3.9,402.0,55.0,30.0,16.7,50.7,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5775
0,20.5,-33.8,173.0,895.0,1818.7,34.8,105.0,1.2,25.6,4.0,330.0,53.0,30.0,15.7,50.7,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5776
0,22.8,-33.8,535.0,1029.0,1610.7,15.9,111.0,2.4,26.9,2.8,1166.0,204.0,5.0,38.1,63.3,100.0,0.0,0.0,0.0,0.0,0.0,46.0,54.0,100.0,0.0,0,2,5821
0,22.8,-33.8,356.0,1021.0,1656.1,18.6,115.0,2.7,27.0,3.1,1050.0,187.0,5.0,35.4,59.2,100.0,0.0,0.0,0.0,0.0,0.0,44.0,56.0,100.0,0.0,0,2,5822
0,22.8,-33.8,388.0,945.0,1668.2,19.5,108.0,2.7,27.0,3.1,1009.0,201.0,4.0,34.5,57.7,100.0,0.0,0.0,0.0,0.0,0.0,53.0,47.0,100.0,0.0,0,2,5823
0,22.8,-33.8,572.0,1231.0,1612.6,16.8,116.0,2.0,26.8,2.5,1126.0,198.0,4.0,38.1,61.7,100.0,0.0,0.0,0.0,0.0,0.0,15.0,85.0,100.0,0.0,0,2,5824
0,22.9,-33.8,290.0,609.0,1733.0,21.7,72.0,9.0,28.0,5.0,913.0,174.0,4.0,36.5,53.4,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0,2,5825
0,22.9,-33.8,278.0,523.0,1760.1,23.0,53.0,11.0,28.3,5.5,855.0,169.0,4.0,33.4,51.3,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0,2,5826
0,22.9,-33.8,399.0,627.0,1734.5,22.3,66.0,8.9,28.0,5.1,883.0,169.0,4.0,33.6,52.3,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0,2,5827
0,23.2,-33.8,246.0,499.0,1844.9,26.4,56.0,11.6,28.5,5.3,703.0,164.0,4.0,29.0,48.1,73.0,0.0,0.0,27.0,0.0,27.0,33.0,40.0,73.0,27.0,0,2,5830
0,23.2,-33.8,205.0,364.0,1876.8,27.4,24.0,14.1,28.9,5.8,658.0,161.0,4.0,27.4,47.4,55.0,0.0,0.0,45.0,0.0,45.0,29.0,25.0,55.0,45.0,0,2,5831
0,23.2,-33.8,241.0,340.0,1878.3,26.8,13.0,16.2,29.2,6.1,687.0,160.0,3.0,27.4,47.4,53.0,0.0,0.0,47.0,0.0,47.0,32.0,22.0,53.0,47.0,0,2,5832
0,23.2,-33.8,223.0,409.0,1816.3,23.7,23.0,13.9,28.9,5.8,822.0,164.0,3.0,29.2,52.6,70.0,1.0,0.0,30.0,0.0,30.0,31.0,39.0,70.0,30.0,0,2,5833
0,23.6,-33.8,314.0,885.0,1636.7,22.7,78.0,1.9,25.8,4.8,869.0,190.0,3.0,31.9,52.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,5838
0,23.7,-33.8,571.0,917.0,1632.5,21.9,94.0,1.7,25.7,4.1,902.0,180.0,3.0,33.4,54.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,2,5839
0,23.9,-33.8,170.0,642.0,1792.7,30.9,25.0,3.7,25.4,5.8,503.0,158.0,7.0,21.8,39.9,82.0,0.0,0.0,18.0,0.0,18.0,45.0,37.0,82.0,18.0,0,2,5840
0,24.9,-33.8,81.0,32.0,1868.7,32.8,9.0,14.7,26.6,7.8,422.0,159.0,4.0,19.8,33.9,0.0,39.0,0.0,61.0,0.0,100.0,0.0,0.0,0.0,65.0,35,2,5847
0,24.9,-33.8,88.0,90.0,1843.9,31.9,10.0,14.3,26.5,7.8,461.0,152.0,4.0,22.8,36.6,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5848
0,24.9,-33.8,88.0,142.0,1822.9,31.0,10.0,13.2,26.4,7.7,500.0,147.0,4.0,22.8,36.6,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0,2,5849
