"name","longitude","latitude","partitionID"
"background",-78.4166666666667,37.4166666666667,3
"background",-67.5833333333333,47.0833333333333,2
"background",-78.75,34.25,2
"background",-65.4166666666667,47.4166666666667,2
"background",-92.25,41.0833333333333,2
"background",-73.9166666666667,41.25,4
"background",-91.4166666666667,38.25,1
"background",-91.0833333333333,44.5833333333333,1
"background",-85.75,39.4166666666667,3
"background",-85.0833333333333,40.25,3
"background",-74.5833333333333,43.75,3
"background",-88.75,35.4166666666667,1
"background",-94.5833333333333,33.75,4
"background",-83.75,47.25,2
"background",-77.9166666666667,40.9166666666667,1
"background",-78.9166666666667,36.75,3
"background",-85.5833333333333,45.9166666666667,1
"background",-79.75,46.25,4
"background",-89.75,42.9166666666667,4
"background",-89.9166666666667,36.5833333333333,3
"background",-86.4166666666667,35.0833333333333,2
"background",-81.75,40.0833333333333,4
"background",-85.9166666666667,34.4166666666667,4
"background",-82.0833333333333,40.25,2
"background",-87.0833333333333,40.75,3
"background",-81.9166666666667,34.25,1
"background",-89.25,32.4166666666667,4
"background",-76.25,41.5833333333333,4
"background",-85.75,36.4166666666667,1
"background",-85.25,39.4166666666667,2
"background",-91.5833333333333,42.0833333333333,4
"background",-85.75,43.75,2
"background",-70.0833333333333,44.9166666666667,1
"background",-80.9166666666667,44.5833333333333,2
"background",-89.9166666666667,41.4166666666667,2
"background",-82.75,47.25,4
"background",-85.5833333333333,40.0833333333333,4
"background",-81.25,26.0833333333333,2
"background",-70.25,45.25,1
"background",-81.9166666666667,45.4166666666667,2
"background",-78.25,34.9166666666667,3
"background",-74.5833333333333,42.4166666666667,3
"background",-82.9166666666667,34.25,3
"background",-85.5833333333333,35.75,2
"background",-82.0833333333333,43.9166666666667,4
"background",-89.4166666666667,43.75,3
"background",-81.25,39.75,3
"background",-81.75,33.9166666666667,1
"background",-85.5833333333333,33.5833333333333,4
"background",-83.75,42.5833333333333,1
"background",-88.0833333333333,33.9166666666667,4
"background",-87.4166666666667,38.0833333333333,1
"background",-81.4166666666667,38.9166666666667,1
"background",-69.75,45.75,1
"background",-92.75,34.4166666666667,4
"background",-74.0833333333333,46.0833333333333,1
"background",-73.0833333333333,41.4166666666667,3
"background",-83.0833333333333,35.0833333333333,1
"background",-87.0833333333333,36.9166666666667,3
"background",-87.75,31.0833333333333,2
"background",-89.0833333333333,33.9166666666667,2
"background",-66.4166666666667,46.75,3
"background",-91.0833333333333,32.0833333333333,4
"background",-89.75,36.0833333333333,4
"background",-82.5833333333333,42.25,2
"background",-85.9166666666667,33.0833333333333,4
"background",-94.25,37.9166666666667,2
"background",-79.0833333333333,39.4166666666667,3
"background",-87.9166666666667,43.9166666666667,3
"background",-87.9166666666667,30.4166666666667,3
"background",-81.9166666666667,42.25,1
"background",-81.5833333333333,32.0833333333333,4
"background",-81.25,36.5833333333333,4
"background",-85.5833333333333,37.25,2
"background",-93.0833333333333,36.0833333333333,3
"background",-84.0833333333333,37.25,3
"background",-91.9166666666667,44.9166666666667,2
"background",-87.5833333333333,41.9166666666667,2
"background",-88.75,38.5833333333333,4
"background",-80.25,46.0833333333333,3
"background",-73.4166666666667,44.9166666666667,2
"background",-94.0833333333333,40.0833333333333,2
"background",-79.75,47.4166666666667,4
"background",-77.9166666666667,39.75,4
"background",-68.25,46.5833333333333,2
"background",-94.75,34.0833333333333,2
"background",-94.75,32.0833333333333,1
"background",-80.4166666666667,35.9166666666667,2
"background",-77.5833333333333,44.4166666666667,1
"background",-77.9166666666667,35.25,3
"background",-91.0833333333333,39.25,1
"background",-89.75,44.0833333333333,4
"background",-88.75,34.9166666666667,2
"background",-79.5833333333333,42.5833333333333,1
"background",-87.75,38.75,3
"background",-68.9166666666667,46.9166666666667,3
"background",-87.75,41.9166666666667,2
"background",-73.75,43.5833333333333,3
"background",-83.4166666666667,30.9166666666667,2
"background",-81.75,35.0833333333333,1
"background",-78.0833333333333,46.5833333333333,4
"background",-80.9166666666667,41.9166666666667,2
"background",-80.5833333333333,36.25,2
"background",-66.4166666666667,47.4166666666667,4
"background",-81.5833333333333,29.9166666666667,1
"background",-77.4166666666667,46.25,2
"background",-78.9166666666667,46.5833333333333,2
"background",-87.5833333333333,43.5833333333333,4
"background",-94.5833333333333,31.4166666666667,2
"background",-86.0833333333333,33.9166666666667,3
"background",-91.75,35.9166666666667,1
"background",-85.75,33.25,2
"background",-86.5833333333333,34.75,1
"background",-82.9166666666667,35.5833333333333,3
"background",-91.5833333333333,38.75,3
"background",-79.0833333333333,36.9166666666667,3
"background",-85.0833333333333,46.0833333333333,4
"background",-72.0833333333333,46.9166666666667,1
"background",-81.25,36.75,2
"background",-78.9166666666667,41.75,1
"background",-78.9166666666667,44.25,4
"background",-80.5833333333333,35.0833333333333,3
"background",-86.9166666666667,36.5833333333333,1
"background",-73.25,42.9166666666667,1
"background",-65.9166666666667,47.5833333333333,1
"background",-92.4166666666667,41.75,1
"background",-84.75,46.75,2
"background",-88.75,38.0833333333333,1
"background",-66.4166666666667,46.25,4
"background",-93.0833333333333,34.75,3
"background",-91.4166666666667,44.4166666666667,3
"background",-85.4166666666667,44.75,2
"background",-84.9166666666667,38.75,3
"background",-86.5833333333333,43.4166666666667,2
"background",-79.25,37.4166666666667,2
"background",-81.0833333333333,36.25,3
"background",-71.75,43.9166666666667,1
"background",-80.9166666666667,46.75,3
"background",-90.0833333333333,36.4166666666667,3
"background",-88.0833333333333,36.9166666666667,2
"background",-90.9166666666667,33.25,2
"background",-68.75,45.25,4
"background",-81.75,28.0833333333333,4
"background",-63.25,45.25,4
"background",-84.4166666666667,31.25,1
"background",-85.0833333333333,29.9166666666667,2
"background",-74.75,45.25,3
"background",-81.4166666666667,40.9166666666667,2
"background",-73.0833333333333,45.0833333333333,1
"background",-83.5833333333333,33.4166666666667,3
"background",-91.4166666666667,44.75,1
"background",-68.75,46.25,1
"background",-85.4166666666667,38.9166666666667,1
"background",-82.4166666666667,41.9166666666667,2
"background",-80.4166666666667,42.5833333333333,2
"background",-92.0833333333333,36.25,1
"background",-81.9166666666667,37.5833333333333,2
"background",-62.5833333333333,45.4166666666667,1
"background",-88.9166666666667,35.4166666666667,4
"background",-88.75,39.25,3
"background",-85.0833333333333,34.9166666666667,3
"background",-92.25,36.9166666666667,3
"background",-74.25,42.75,3
"background",-93.4166666666667,43.5833333333333,2
"background",-87.5833333333333,31.9166666666667,1
"background",-83.5833333333333,34.75,3
"background",-89.5833333333333,35.25,1
"background",-92.9166666666667,41.75,2
"background",-89.4166666666667,41.0833333333333,3
"background",-79.5833333333333,39.0833333333333,2
"background",-80.75,36.0833333333333,2
"background",-95.25,32.25,2
"background",-76.0833333333333,47.5833333333333,2
"background",-81.0833333333333,26.25,4
"background",-70.4166666666667,43.9166666666667,1
"background",-94.25,36.4166666666667,2
"background",-68.25,44.9166666666667,3
"background",-84.0833333333333,30.75,1
"background",-65.4166666666667,46.25,2
"background",-69.9166666666667,44.5833333333333,3
"background",-68.4166666666667,47.5833333333333,3
"background",-63.5833333333333,45.4166666666667,3
"background",-78.4166666666667,44.9166666666667,4
"background",-82.75,43.75,3
"background",-65.0833333333333,43.9166666666667,1
"background",-92.75,40.0833333333333,2
"background",-76.4166666666667,47.0833333333333,1
"background",-65.4166666666667,44.4166666666667,4
"background",-89.9166666666667,46.5833333333333,4
"background",-92.4166666666667,46.75,4
"background",-65.75,43.5833333333333,3
"background",-85.75,30.0833333333333,3
"background",-82.4166666666667,35.75,1
"background",-76.9166666666667,35.9166666666667,1
"background",-90.75,36.75,2
"background",-89.25,44.9166666666667,2
"background",-91.5833333333333,42.4166666666667,1
"background",-84.4166666666667,47.5833333333333,3
"background",-82.0833333333333,37.75,3
"background",-72.9166666666667,46.25,4
"background",-82.75,40.9166666666667,2
"background",-82.5833333333333,43.0833333333333,4
"background",-79.9166666666667,42.0833333333333,2
"background",-81.5833333333333,39.4166666666667,3
"background",-83.0833333333333,47.0833333333333,1
"background",-67.4166666666667,46.0833333333333,1
"background",-92.4166666666667,35.5833333333333,3
"background",-86.9166666666667,34.75,4
"background",-72.25,47.0833333333333,1
"background",-81.9166666666667,33.75,3
"background",-86.4166666666667,33.25,1
"background",-90.5833333333333,38.4166666666667,3
"background",-81.25,47.25,4
"background",-74.5833333333333,45.9166666666667,4
"background",-83.75,32.5833333333333,2
"background",-85.9166666666667,36.25,2
"background",-90.4166666666667,31.4166666666667,4
"background",-68.25,45.25,2
"background",-85.5833333333333,44.5833333333333,1
"background",-74.5833333333333,46.25,2
"background",-85.4166666666667,39.4166666666667,2
"background",-92.25,44.25,4
"background",-82.25,35.0833333333333,2
"background",-73.75,46.5833333333333,2
"background",-87.5833333333333,35.25,2
"background",-81.75,30.25,3
"background",-79.75,43.9166666666667,1
"background",-85.4166666666667,33.25,3
"background",-81.25,38.0833333333333,2
"background",-76.25,35.5833333333333,3
"background",-89.0833333333333,36.5833333333333,2
"background",-93.25,44.75,2
"background",-89.0833333333333,42.25,4
"background",-76.9166666666667,46.9166666666667,3
"background",-89.0833333333333,41.9166666666667,2
"background",-90.5833333333333,46.5833333333333,3
"background",-90.25,43.75,1
"background",-74.25,43.0833333333333,2
"background",-88.25,35.9166666666667,2
"background",-78.75,40.0833333333333,1
"background",-85.4166666666667,35.25,4
"background",-87.5833333333333,44.25,3
"background",-81.4166666666667,39.25,4
"background",-75.4166666666667,39.0833333333333,3
"background",-80.75,35.25,3
"background",-88.25,42.75,4
"background",-86.25,35.9166666666667,1
"background",-80.9166666666667,27.25,2
"background",-92.25,31.4166666666667,3
"background",-90.4166666666667,41.75,2
"background",-78.0833333333333,42.4166666666667,4
"background",-81.75,44.4166666666667,1
"background",-92.0833333333333,43.0833333333333,4
"background",-86.4166666666667,33.0833333333333,1
"background",-88.4166666666667,42.4166666666667,2
"background",-73.25,43.75,3
"background",-86.5833333333333,33.5833333333333,1
"background",-81.75,47.4166666666667,3
"background",-74.0833333333333,42.4166666666667,4
"background",-65.4166666666667,47.5833333333333,2
"background",-80.0833333333333,41.9166666666667,4
"background",-91.9166666666667,37.75,4
"background",-81.0833333333333,27.25,2
"background",-81.5833333333333,33.75,1
"background",-73.5833333333333,47.0833333333333,1
"background",-88.9166666666667,32.75,4
"background",-90.4166666666667,44.4166666666667,2
"background",-88.0833333333333,34.25,2
"background",-89.75,43.9166666666667,2
"background",-84.25,46.0833333333333,3
"background",-82.9166666666667,37.4166666666667,4
"background",-76.9166666666667,43.0833333333333,2
"background",-88.5833333333333,38.75,2
"background",-86.5833333333333,38.4166666666667,3
"background",-75.75,35.75,1
"background",-79.75,37.9166666666667,2
"background",-90.9166666666667,37.9166666666667,1
"background",-87.75,39.4166666666667,4
"background",-85.0833333333333,45.75,2
"background",-84.9166666666667,37.75,2
"background",-86.9166666666667,35.0833333333333,1
"background",-76.4166666666667,44.75,3
"background",-91.0833333333333,35.5833333333333,3
"background",-90.5833333333333,44.9166666666667,2
"background",-89.75,31.25,1
"background",-89.25,47.4166666666667,2
"background",-75.0833333333333,39.25,1
"background",-87.4166666666667,31.75,4
"background",-86.75,36.5833333333333,4
"background",-81.25,40.75,2
"background",-89.75,37.9166666666667,1
"background",-95.0833333333333,35.9166666666667,2
"background",-72.0833333333333,43.4166666666667,2
"background",-75.0833333333333,43.5833333333333,3
"background",-80.5833333333333,43.0833333333333,3
"background",-90.9166666666667,38.75,4
"background",-82.75,43.0833333333333,4
"background",-80.9166666666667,32.5833333333333,2
"background",-90.9166666666667,33.9166666666667,1
"background",-85.5833333333333,34.0833333333333,3
"background",-85.75,33.75,1
"background",-71.5833333333333,46.9166666666667,3
"background",-91.75,35.0833333333333,2
"background",-92.25,39.25,1
"background",-90.5833333333333,42.9166666666667,1
"background",-83.25,44.25,2
"background",-82.9166666666667,30.9166666666667,4
"background",-77.4166666666667,37.4166666666667,1
"background",-75.25,40.75,1
"background",-87.25,44.75,1
"background",-74.5833333333333,45.5833333333333,1
"background",-85.4166666666667,46.9166666666667,1
"background",-90.9166666666667,34.5833333333333,2
"background",-74.9166666666667,38.9166666666667,4
"background",-83.9166666666667,32.9166666666667,2
"background",-88.4166666666667,45.0833333333333,2
"background",-94.0833333333333,43.5833333333333,1
"background",-80.9166666666667,34.9166666666667,3
"background",-86.5833333333333,47.4166666666667,2
"background",-90.75,39.0833333333333,4
"background",-86.75,30.9166666666667,1
"background",-79.5833333333333,46.75,3
"background",-93.0833333333333,31.5833333333333,4
"background",-82.75,35.9166666666667,3
"background",-83.9166666666667,40.25,1
"background",-91.4166666666667,39.75,4
"background",-91.5833333333333,41.25,1
"background",-86.4166666666667,36.4166666666667,2
"background",-92.4166666666667,31.75,2
"background",-86.4166666666667,46.9166666666667,3
"background",-85.9166666666667,34.9166666666667,2
"background",-82.5833333333333,41.9166666666667,4
"background",-76.5833333333333,46.25,1
"background",-82.25,39.75,1
"background",-93.5833333333333,34.5833333333333,2
"background",-84.25,38.25,3
"background",-80.9166666666667,46.4166666666667,1
"background",-88.9166666666667,43.5833333333333,4
"background",-81.75,33.0833333333333,2
"background",-85.9166666666667,39.9166666666667,4
"background",-76.0833333333333,35.4166666666667,2
"background",-75.9166666666667,42.4166666666667,3
"background",-88.75,47.25,3
"background",-90.75,40.4166666666667,4
"background",-82.25,43.75,1
"background",-79.25,38.75,2
"background",-77.25,35.5833333333333,2
"background",-89.9166666666667,37.75,3
"background",-88.4166666666667,37.9166666666667,1
"background",-66.0833333333333,43.9166666666667,4
"background",-93.0833333333333,40.9166666666667,4
"background",-76.9166666666667,41.75,2
"background",-88.0833333333333,31.5833333333333,2
"background",-87.9166666666667,39.75,3
"background",-88.75,38.9166666666667,2
"background",-72.25,44.4166666666667,1
"background",-76.4166666666667,46.75,4
"background",-86.0833333333333,45.25,4
"background",-78.9166666666667,42.4166666666667,2
"background",-81.75,35.4166666666667,3
"background",-92.25,33.0833333333333,2
"background",-91.4166666666667,32.5833333333333,3
"background",-71.9166666666667,46.0833333333333,2
"background",-86.4166666666667,46.75,3
"background",-87.25,46.75,2
"background",-76.5833333333333,37.0833333333333,4
"background",-92.75,30.4166666666667,4
"background",-72.9166666666667,41.75,2
"background",-82.9166666666667,33.5833333333333,4
"background",-82.4166666666667,35.25,2
"background",-90.25,30.9166666666667,3
"background",-81.75,40.9166666666667,3
"background",-89.0833333333333,44.75,4
"background",-90.0833333333333,31.4166666666667,1
"background",-84.25,46.25,3
"background",-77.25,34.9166666666667,1
"background",-80.75,45.4166666666667,2
"background",-93.4166666666667,30.0833333333333,2
"background",-83.9166666666667,34.25,2
"background",-90.4166666666667,32.4166666666667,2
"background",-85.25,46.25,2
"background",-74.25,46.0833333333333,4
"background",-92.0833333333333,30.0833333333333,2
"background",-72.5833333333333,47.5833333333333,1
"background",-83.4166666666667,42.5833333333333,4
"background",-86.4166666666667,30.5833333333333,1
"background",-68.25,44.75,3
"background",-88.4166666666667,38.5833333333333,2
"background",-81.4166666666667,29.9166666666667,4
"background",-94.25,33.25,1
"background",-93.5833333333333,34.0833333333333,3
"background",-73.75,47.25,1
"background",-85.0833333333333,41.25,1
"background",-86.9166666666667,34.9166666666667,4
"background",-85.25,42.4166666666667,3
"background",-73.9166666666667,46.9166666666667,2
"background",-78.25,38.9166666666667,3
"background",-66.5833333333333,47.0833333333333,4
"background",-82.4166666666667,28.9166666666667,4
"background",-71.75,45.4166666666667,3
"background",-81.25,33.75,4
"background",-81.5833333333333,29.5833333333333,4
"background",-86.4166666666667,36.75,4
"background",-91.25,34.0833333333333,1
"background",-92.5833333333333,34.75,2
"background",-93.0833333333333,42.0833333333333,4
"background",-63.9166666666667,44.9166666666667,2
"background",-85.4166666666667,46.75,1
"background",-92.25,42.9166666666667,4
"background",-81.4166666666667,41.0833333333333,3
"background",-90.4166666666667,35.4166666666667,4
"background",-75.75,46.9166666666667,3
"background",-77.4166666666667,37.25,3
"background",-75.0833333333333,39.9166666666667,2
"background",-90.9166666666667,30.25,3
"background",-68.5833333333333,45.4166666666667,2
"background",-79.5833333333333,37.4166666666667,3
"background",-80.75,27.75,4
"background",-87.4166666666667,43.5833333333333,1
"background",-84.25,46.9166666666667,4
"background",-91.25,38.0833333333333,1
"background",-87.4166666666667,32.5833333333333,3
"background",-76.5833333333333,36.5833333333333,3
"background",-80.25,35.25,1
"background",-67.9166666666667,45.5833333333333,1
"background",-92.25,37.9166666666667,1
"background",-80.25,39.75,2
"background",-68.25,45.0833333333333,2
"background",-88.9166666666667,37.5833333333333,3
"background",-73.25,45.4166666666667,1
"background",-89.25,41.25,3
"background",-94.4166666666667,35.25,2
"background",-81.5833333333333,39.0833333333333,1
"background",-80.4166666666667,39.25,1
"background",-78.75,43.75,3
"background",-93.25,43.75,3
"background",-76.0833333333333,46.25,2
"background",-77.25,43.0833333333333,4
"background",-80.5833333333333,28.0833333333333,2
"background",-83.0833333333333,43.0833333333333,1
"background",-94.75,33.9166666666667,4
"background",-85.9166666666667,43.0833333333333,3
"background",-89.0833333333333,35.5833333333333,4
"background",-81.25,40.4166666666667,4
"background",-85.75,40.9166666666667,3
"background",-78.75,36.9166666666667,2
"background",-90.9166666666667,38.4166666666667,2
"background",-65.0833333333333,44.0833333333333,3
"background",-80.75,37.9166666666667,3
"background",-88.25,42.0833333333333,3
"background",-88.0833333333333,42.5833333333333,3
"background",-81.25,34.75,1
"background",-89.5833333333333,45.9166666666667,1
"background",-93.5833333333333,30.0833333333333,3
"background",-85.75,44.0833333333333,4
"background",-70.5833333333333,42.9166666666667,1
"background",-88.4166666666667,31.4166666666667,3
"background",-78.4166666666667,39.75,1
"background",-94.25,45.5833333333333,3
"background",-72.25,42.9166666666667,4
"background",-75.4166666666667,46.9166666666667,2
"background",-91.75,40.4166666666667,2
"background",-70.0833333333333,46.4166666666667,4
"background",-68.5833333333333,45.25,4
"background",-71.4166666666667,41.9166666666667,3
"background",-73.4166666666667,43.75,3
"background",-83.75,38.9166666666667,3
"background",-86.5833333333333,43.25,4
"background",-84.25,33.4166666666667,4
"background",-89.0833333333333,37.0833333333333,1
"background",-64.0833333333333,45.25,3
"background",-82.25,32.25,3
"background",-66.9166666666667,44.75,3
"background",-89.25,29.75,4
"background",-79.4166666666667,34.4166666666667,4
"background",-89.75,32.25,4
"background",-68.5833333333333,44.5833333333333,3
"background",-76.4166666666667,40.0833333333333,4
"background",-89.0833333333333,30.4166666666667,1
"background",-84.9166666666667,32.0833333333333,3
"background",-71.9166666666667,44.5833333333333,4
"background",-79.75,45.0833333333333,1
"background",-83.5833333333333,45.4166666666667,3
"background",-92.25,40.75,3
"background",-79.25,35.9166666666667,4
"background",-70.5833333333333,44.4166666666667,4
"background",-89.9166666666667,42.4166666666667,4
"background",-86.4166666666667,38.4166666666667,1
"background",-92.0833333333333,36.9166666666667,2
"background",-90.0833333333333,40.9166666666667,1
"background",-80.25,33.4166666666667,4
"background",-87.25,45.25,4
"background",-84.9166666666667,39.0833333333333,2
"background",-68.75,46.9166666666667,2
"background",-81.5833333333333,42.75,4
"background",-87.0833333333333,32.75,3
"background",-72.75,45.4166666666667,2
"background",-86.25,42.9166666666667,3
"background",-83.25,40.9166666666667,1
"background",-90.25,45.0833333333333,1
"background",-91.0833333333333,29.9166666666667,1
"background",-90.4166666666667,44.75,4
"background",-69.5833333333333,47.0833333333333,1
"background",-86.25,44.75,4
"background",-78.0833333333333,47.0833333333333,3
"background",-84.25,35.25,1
"background",-83.25,31.0833333333333,3
"background",-89.9166666666667,45.0833333333333,4
"background",-78.25,45.0833333333333,1
"background",-70.9166666666667,43.75,2
"background",-81.4166666666667,26.0833333333333,2
"background",-90.9166666666667,46.4166666666667,2
"background",-83.4166666666667,38.4166666666667,4
"background",-92.0833333333333,34.25,2
"background",-75.5833333333333,43.0833333333333,2
"background",-73.5833333333333,44.0833333333333,4
"background",-83.75,33.75,2
"background",-75.5833333333333,44.75,4
"background",-90.75,33.9166666666667,4
"background",-79.4166666666667,44.25,2
"background",-84.4166666666667,32.5833333333333,1
"background",-91.9166666666667,44.4166666666667,4
"background",-90.5833333333333,41.75,4
"background",-75.25,42.75,2
"background",-92.9166666666667,31.9166666666667,1
"background",-74.4166666666667,40.9166666666667,4
"background",-83.9166666666667,43.5833333333333,2
"background",-89.4166666666667,36.4166666666667,4
"background",-94.4166666666667,43.9166666666667,1
"background",-77.75,46.5833333333333,2
"background",-90.25,40.0833333333333,3
"background",-79.9166666666667,45.75,4
"background",-89.9166666666667,44.75,1
"background",-90.0833333333333,34.5833333333333,4
"background",-82.5833333333333,29.25,3
"background",-92.0833333333333,34.75,1
"background",-68.0833333333333,44.4166666666667,4
"background",-66.25,47.5833333333333,4
"background",-78.25,35.4166666666667,4
"background",-89.5833333333333,42.0833333333333,3
"background",-67.0833333333333,47.25,1
"background",-90.9166666666667,34.75,4
"background",-71.5833333333333,46.5833333333333,1
"background",-93.9166666666667,38.4166666666667,4
"background",-73.75,46.75,4
"background",-81.4166666666667,47.0833333333333,4
"background",-86.0833333333333,37.9166666666667,3
"background",-90.75,46.4166666666667,3
"background",-88.4166666666667,43.9166666666667,2
"background",-86.4166666666667,35.5833333333333,4
"background",-79.5833333333333,34.5833333333333,1
"background",-71.0833333333333,46.25,3
"background",-91.4166666666667,36.75,1
"background",-84.5833333333333,35.5833333333333,1
"background",-81.0833333333333,41.75,2
"background",-67.5833333333333,44.9166666666667,4
"background",-85.9166666666667,40.0833333333333,2
"background",-92.25,43.0833333333333,1
"background",-65.0833333333333,44.9166666666667,4
"background",-81.4166666666667,37.5833333333333,1
"background",-85.75,40.75,3
"background",-94.0833333333333,32.4166666666667,3
"background",-80.4166666666667,43.4166666666667,3
"background",-65.4166666666667,45.75,4
"background",-74.75,42.75,1
"background",-80.0833333333333,34.75,1
"background",-87.9166666666667,39.0833333333333,4
"background",-89.25,32.5833333333333,4
"background",-94.75,39.0833333333333,4
"background",-92.4166666666667,40.25,4
"background",-94.4166666666667,30.5833333333333,1
"background",-80.9166666666667,32.9166666666667,4
"background",-65.4166666666667,45.9166666666667,4
"background",-90.25,40.75,4
"background",-89.9166666666667,33.75,3
"background",-86.75,44.0833333333333,1
"background",-68.9166666666667,45.25,1
"background",-80.75,42.9166666666667,2
"background",-92.75,46.25,1
"background",-95.25,30.5833333333333,4
"background",-74.5833333333333,42.75,1
"background",-90.25,31.4166666666667,4
"background",-62.4166666666667,45.25,1
"background",-80.9166666666667,46.5833333333333,1
"background",-76.5833333333333,34.9166666666667,2
"background",-85.0833333333333,32.9166666666667,4
"background",-88.5833333333333,40.5833333333333,3
"background",-94.25,34.25,4
"background",-67.5833333333333,46.5833333333333,1
"background",-75.75,40.25,3
"background",-70.9166666666667,44.0833333333333,4
"background",-92.0833333333333,41.9166666666667,4
"background",-91.0833333333333,30.25,3
"background",-91.9166666666667,37.25,3
"background",-89.4166666666667,32.4166666666667,4
"background",-83.75,32.75,4
"background",-95.0833333333333,36.0833333333333,4
"background",-89.0833333333333,40.75,4
"background",-93.9166666666667,30.5833333333333,4
"background",-94.5833333333333,34.9166666666667,1
"background",-67.25,45.75,3
"background",-86.25,36.4166666666667,2
"background",-84.4166666666667,32.9166666666667,3
"background",-92.0833333333333,37.4166666666667,1
"background",-83.9166666666667,42.5833333333333,3
"background",-73.4166666666667,43.0833333333333,4
"background",-83.9166666666667,42.9166666666667,1
"background",-88.0833333333333,32.4166666666667,4
"background",-92.4166666666667,34.25,3
"background",-73.9166666666667,40.9166666666667,1
"background",-82.0833333333333,38.25,1
"background",-91.9166666666667,38.75,1
"background",-82.9166666666667,42.4166666666667,2
"background",-84.5833333333333,39.4166666666667,1
"background",-84.25,35.9166666666667,2
"background",-86.25,30.75,3
"background",-84.0833333333333,40.4166666666667,4
"background",-82.25,35.5833333333333,4
"background",-70.75,45.5833333333333,1
"background",-92.9166666666667,43.5833333333333,4
"background",-84.9166666666667,45.75,2
"background",-90.25,47.0833333333333,2
"background",-89.75,46.75,4
"background",-88.9166666666667,31.0833333333333,2
"background",-85.0833333333333,36.75,4
"background",-86.0833333333333,34.75,2
"background",-81.5833333333333,47.0833333333333,1
"background",-69.75,47.0833333333333,1
"background",-88.9166666666667,41.5833333333333,3
"background",-83.0833333333333,34.75,4
"background",-93.4166666666667,32.5833333333333,4
"background",-87.5833333333333,42.0833333333333,4
"background",-79.4166666666667,37.25,4
"background",-80.9166666666667,33.5833333333333,3
"background",-93.25,44.25,1
"background",-86.9166666666667,43.4166666666667,3
"background",-92.25,45.75,1
"background",-64.75,45.5833333333333,2
"background",-91.5833333333333,34.4166666666667,1
"background",-74.25,44.5833333333333,2
"background",-84.25,43.4166666666667,3
"background",-82.0833333333333,39.0833333333333,3
"background",-82.4166666666667,33.4166666666667,3
"background",-80.75,39.0833333333333,3
"background",-88.5833333333333,39.9166666666667,4
"background",-81.9166666666667,44.9166666666667,1
"background",-78.5833333333333,42.5833333333333,3
"background",-89.75,31.75,2
"background",-93.75,44.9166666666667,3
"background",-79.9166666666667,47.0833333333333,4
"background",-73.5833333333333,43.4166666666667,3
"background",-76.75,41.9166666666667,3
"background",-84.4166666666667,31.75,2
"background",-90.9166666666667,41.75,1
"background",-72.5833333333333,42.5833333333333,4
"background",-89.25,32.0833333333333,1
"background",-93.0833333333333,41.9166666666667,2
"background",-92.9166666666667,38.25,4
"background",-70.25,47.25,2
"background",-90.5833333333333,40.5833333333333,4
"background",-74.75,41.4166666666667,1
"background",-92.9166666666667,45.9166666666667,2
"background",-87.75,32.5833333333333,2
"background",-81.5833333333333,29.75,1
"background",-87.75,37.9166666666667,2
"background",-70.4166666666667,44.5833333333333,2
"background",-78.9166666666667,35.75,2
"background",-82.0833333333333,38.0833333333333,1
"background",-92.75,42.4166666666667,4
"background",-94.0833333333333,39.5833333333333,1
"background",-93.0833333333333,34.9166666666667,3
"background",-91.5833333333333,34.0833333333333,4
"background",-82.75,37.5833333333333,1
"background",-70.0833333333333,47.4166666666667,1
"background",-88.4166666666667,38.75,4
"background",-91.5833333333333,31.4166666666667,4
"background",-77.5833333333333,36.9166666666667,3
"background",-65.75,46.75,4
"background",-94.5833333333333,32.4166666666667,4
"background",-74.4166666666667,46.4166666666667,1
"background",-84.0833333333333,44.5833333333333,4
"background",-91.25,30.25,1
"background",-91.0833333333333,44.75,3
"background",-83.75,42.9166666666667,3
"background",-82.75,46.5833333333333,3
"background",-83.9166666666667,35.0833333333333,4
"background",-77.4166666666667,43.4166666666667,2
"background",-79.5833333333333,44.4166666666667,2
"background",-80.75,39.25,3
"background",-80.0833333333333,40.4166666666667,4
"background",-74.9166666666667,43.25,1
"background",-93.0833333333333,43.75,1
"background",-78.75,46.25,2
"background",-94.5833333333333,39.0833333333333,4
"background",-84.9166666666667,44.4166666666667,2
"background",-87.5833333333333,39.0833333333333,2
"background",-78.75,33.9166666666667,4
"background",-62.5833333333333,45.5833333333333,1
"background",-91.5833333333333,40.75,4
"background",-75.75,35.9166666666667,1
"background",-70.75,44.75,2
"background",-64.25,45.5833333333333,4
"background",-64.9166666666667,44.9166666666667,4
"background",-88.0833333333333,45.9166666666667,4
"background",-86.25,40.0833333333333,3
"background",-90.4166666666667,34.0833333333333,4
"background",-76.25,36.75,3
"background",-91.0833333333333,33.0833333333333,2
"background",-71.9166666666667,45.25,3
"background",-83.5833333333333,41.0833333333333,1
"background",-90.25,31.9166666666667,1
"background",-67.75,46.9166666666667,3
"background",-81.9166666666667,27.9166666666667,4
"background",-89.4166666666667,46.0833333333333,2
"background",-65.5833333333333,45.9166666666667,1
"background",-87.9166666666667,42.4166666666667,3
"background",-76.5833333333333,43.9166666666667,4
"background",-90.0833333333333,43.9166666666667,4
"background",-81.4166666666667,32.4166666666667,4
"background",-83.0833333333333,46.9166666666667,4
"background",-94.75,36.5833333333333,4
"background",-94.4166666666667,42.75,3
"background",-93.25,42.25,2
